account_id,account_creation_date,account_frequency,loan_amount,loan_duration,loan_status,client_id,client_birth_year,client_gender,client_region,urban_inhabitants,average_salary,unemployment_rate_1995,unemployment_rate_1996,transaction_total,transaction_type,credit_card_type,order_total_amount
2486,4446-11-14,"POPLATEK MESICNE",24516,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,39020,Credit,"No Card",0
2488,4447-05-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2489,4447-02-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6681,Credit,"No Card",0
2493,4447-02-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2497,4447-02-11,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,300,Credit,"No Card",0
2503,4447-01-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,600,Credit,"No Card",0
2508,4447-02-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,700,Credit,"No Card",0
2510,4448-07-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2513,4448-03-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2519,4446-07-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,11588,Credit,"No Card",0
2523,4447-08-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2527,4447-02-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1000,Credit,"No Card",0
2528,4447-02-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1000,Credit,"No Card",0
2534,4447-11-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2542,4448-06-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2543,4446-10-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,13412,Credit,"No Card",0
2549,4449-04-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2552,4448-03-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2554,4447-12-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2555,4447-02-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20122,Credit,"No Card",0
2566,4446-08-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,11500,Credit,"No Card",0
2574,4446-10-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,32677,Credit,"No Card",0
2576,4448-09-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2581,4447-02-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20153,Credit,"No Card",0
2582,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2583,4447-08-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2584,4448-03-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2585,4446-10-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,35164,Credit,"No Card",0
2592,4448-09-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2599,4447-05-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2609,4447-08-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2613,4448-12-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2616,4448-06-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2617,4448-10-11,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2618,4447-02-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,600,Credit,"No Card",0
2620,4448-06-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2623,4449-01-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2632,4446-07-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,56062,Debit,"No Card",0
2639,4447-06-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2641,4447-08-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2645,4447-09-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2647,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,26065,Credit,"No Card",0
2648,4447-05-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2649,4448-09-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2651,4447-02-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,200,Credit,"No Card",0
2660,4449-01-12,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2665,4449-04-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2666,4447-02-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,3501,Credit,"No Card",0
2667,4449-01-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2670,4446-08-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,51273,Debit,"No Card",0
2671,4448-10-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2676,4446-08-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,38548,Debit,"No Card",0
2687,4448-03-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2691,4448-09-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2694,4447-02-03,"POPLATEK MESICNE",91632,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,18285,Credit,"No Card",0
2695,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2697,4447-12-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2700,4449-04-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2701,4448-03-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2705,4448-03-06,"POPLATEK PO OBRATU",93888,36,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2711,4447-09-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2712,4447-02-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,400,Credit,"No Card",0
2714,4446-08-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,14200,Credit,"No Card",0
2732,4448-03-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2736,4448-03-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2738,4449-04-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2741,4447-11-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2758,4447-09-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2762,4447-02-15,"POPLATEK MESICNE",111384,24,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,30860,Credit,"No Card",0
2763,4446-10-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,83521,Debit,"No Card",0
2771,4448-06-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2779,4447-12-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2793,4449-01-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2802,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2814,4447-05-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2817,4447-05-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2818,4448-03-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2823,4447-05-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2824,4449-01-15,"POPLATEK MESICNE",50460,60,"Running, OK",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2838,4447-05-19,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2841,4448-03-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2849,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2859,4449-01-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2861,4446-10-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6215,Credit,"No Card",0
2862,4447-11-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2867,4449-04-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2876,4447-05-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2880,4447-12-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2881,4446-07-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,31362,Credit,"No Card",0
2884,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,21039,Credit,"No Card",0
2894,4448-07-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2895,4447-02-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,18446,Credit,"No Card",0
2896,4447-02-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2902,4446-08-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,44533,Credit,"No Card",0
2907,4448-09-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2915,4448-03-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2925,4446-07-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,31428,Debit,"No Card",0
2926,4446-07-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,35716,Debit,"No Card",0
2932,4447-08-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2933,4447-12-10,"POPLATEK MESICNE",272520,60,"Running, OK",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2938,4448-06-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2940,4447-12-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2951,4448-09-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2958,4448-10-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2962,4447-09-13,"POPLATEK MESICNE",31248,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2970,4446-08-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,33439,Debit,"No Card",0
2974,4447-02-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1100,Credit,"No Card",0
2985,4447-05-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2987,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2991,4447-09-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3000,4448-03-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3001,4447-02-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,400,Credit,"No Card",0
3007,4446-10-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,46677,Credit,"No Card",0
3008,4446-11-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7134,Credit,"No Card",0
3011,4448-09-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3026,4446-11-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,24440,Credit,"No Card",0
3028,4448-10-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3032,4447-11-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3035,4448-06-25,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3042,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3047,4446-11-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,4074,Credit,"No Card",0
3050,4447-08-22,"POPLATEK MESICNE",82896,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3053,4448-07-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3063,4447-09-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3064,4447-09-06,"POPLATEK MESICNE",15420,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3068,4447-05-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3069,4447-02-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,400,Credit,"No Card",0
3072,4447-11-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3076,4447-02-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3078,4448-03-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3086,4449-04-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3091,4449-04-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3096,4447-12-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3099,4447-09-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3108,4447-02-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,600,Credit,"No Card",0
3113,4448-06-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3117,4446-11-11,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6255,Credit,"No Card",0
3127,4448-06-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3133,4447-12-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3136,4448-06-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3146,4449-01-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3152,4448-03-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3157,4448-09-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3166,4448-06-19,"POPLATEK MESICNE",177744,48,"Client in debt",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3168,4446-11-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7303,Credit,"No Card",0
3171,4448-10-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3173,4447-08-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3181,4447-08-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3195,4448-09-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3210,4447-08-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3212,4448-03-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3213,4447-05-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3218,4449-04-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3220,4448-06-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3221,4448-06-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3222,4448-03-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3225,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3237,4448-12-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3241,4448-03-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3243,4449-04-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3246,4447-12-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3255,4448-10-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3258,4447-11-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3260,4447-02-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,400,Credit,"No Card",0
3261,4448-03-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3264,4449-01-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3267,4448-03-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3268,4448-10-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3277,4448-03-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3283,4447-02-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,300,Credit,"No Card",0
3284,4447-08-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3287,4448-03-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3298,4448-06-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3302,4447-01-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,3708,Credit,"No Card",0
3306,4448-07-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3310,4448-10-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3316,4447-08-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3319,4448-07-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3323,4448-09-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3326,4449-04-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3327,4447-05-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3352,4449-04-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3354,4449-04-10,"POPLATEK MESICNE",4980,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3361,4448-07-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3367,4447-05-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3370,4449-04-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3371,4449-04-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3374,4446-11-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,26584,Credit,"No Card",0
3391,4447-05-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
3407,4448-07-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
